S.No,Name,URL,Exchange Code,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
780.,Yatharth Hospit.,https://www.screener.in/company/YATHARTH/consolidated/,YATHARTH,565.45,38.58,4854.40,0.00,30.38,59.56,211.78,37.07,23.88
781.,Jamna Auto Inds.,https://www.screener.in/company/JAMNAAUTO/consolidated/,JAMNAAUTO,120.72,23.32,4816.09,1.99,54.77,4.34,640.15,0.99,30.73
782.,MSTC,https://www.screener.in/company/MSTCLTD/consolidated/,MSTCLTD,684.00,22.33,4815.36,2.27,61.90,22.31,189.50,5.87,34.65
783.,Borosil,https://www.screener.in/company/BOROLTD/consolidated/,BOROLTD,403.10,68.56,4813.64,0.00,9.29,45.61,216.81,-13.47,14.29
784.,Banco Products,https://www.screener.in/company/BANCOINDIA/consolidated/,BANCOINDIA,671.95,17.72,4805.70,2.98,68.67,-0.20,803.88,7.28,26.96
785.,Rajoo Engineers,https://www.screener.in/company/522257/,522257,390.05,212.39,4797.97,0.06,5.34,117.07,50.87,62.99,23.70
786.,Manorama Indust.,https://www.screener.in/company/MANORAMA/,MANORAMA,802.70,113.66,4784.02,0.05,13.54,17.23,133.41,19.59,13.38
787.,Sequent Scien.,https://www.screener.in/company/SEQUENT/consolidated/,SEQUENT,191.43,223.17,4777.75,0.00,9.06,158.28,390.21,17.11,0.44
788.,Ganesha Ecosphe.,https://www.screener.in/company/GANECOS/consolidated/,GANECOS,1880.25,79.86,4765.87,0.16,22.55,553.62,336.55,32.44,8.03
789.,Shanthi Gears,https://www.screener.in/company/SHANTIGEAR/,SHANTIGEAR,620.95,55.53,4763.67,0.81,21.66,19.54,138.82,14.30,33.47
790.,Aarti Drugs,https://www.screener.in/company/AARTIDRUGS/,AARTIDRUGS,517.90,36.84,4761.31,0.19,26.91,-31.94,492.96,-16.68,13.68
791.,Bharat Rasayan,https://www.screener.in/company/BHARATRAS/consolidated/,BHARATRAS,11429.70,36.11,4749.35,0.01,43.12,508.18,282.20,17.98,12.55
792.,Greenpanel Inds.,https://www.screener.in/company/GREENPANEL/consolidated/,GREENPANEL,386.45,33.18,4738.94,0.39,29.81,-56.75,396.60,-10.15,12.89
793.,Morepen Labs.,https://www.screener.in/company/MOREPENLAB/consolidated/,MOREPENLAB,86.45,40.25,4737.06,0.00,36.17,147.23,455.22,13.51,16.83
794.,Supriya Lifesci.,https://www.screener.in/company/SUPRIYA/,SUPRIYA,587.90,34.99,4731.58,0.14,44.64,56.58,160.63,21.67,22.15
795.,Cartrade Tech,https://www.screener.in/company/CARTRADE/consolidated/,CARTRADE,997.80,59.83,4719.60,0.00,22.90,68.69,141.18,64.03,4.20
796.,Ramky Infra,https://www.screener.in/company/RAMKY/consolidated/,RAMKY,681.50,17.21,4715.83,0.00,70.98,-33.31,569.13,2.21,21.16
797.,NOCIL,https://www.screener.in/company/NOCIL/consolidated/,NOCIL,280.20,37.19,4676.64,1.07,27.06,-21.11,372.17,-6.18,9.78
798.,Hikal,https://www.screener.in/company/HIKAL/consolidated/,HIKAL,377.55,68.75,4655.22,0.32,5.10,-26.09,406.80,4.85,7.79
799.,Marsons,https://www.screener.in/company/517467/,517467,267.55,732.04,4604.54,0.00,5.24,1318.60,29.88,12891.30,3.14
800.,Fineotex Chem,https://www.screener.in/company/FCL/consolidated/,FCL,414.95,37.40,4596.19,0.39,29.18,11.95,141.90,7.31,38.68
801.,Moschip Tech.,https://www.screener.in/company/532407/consolidated/,532407,242.75,430.47,4593.08,0.00,3.98,23.99,80.35,40.94,6.62
802.,Hawkins Cookers,https://www.screener.in/company/508486/,508486,8668.20,40.19,4585.48,1.38,25.05,20.43,227.54,11.85,44.52
803.,Gateway Distri,https://www.screener.in/company/GATEWAY/,GATEWAY,91.70,19.77,4581.73,2.18,46.26,-22.67,344.62,-3.82,12.48
804.,Sundaram Clayton,https://www.screener.in/company/SUNCLAY/consolidated/,SUNCLAY,2262.20,,4576.91,0.23,-55.85,-69.65,580.43,11.40,-1.97
805.,Greenply Industr,https://www.screener.in/company/GREENPLY/consolidated/,GREENPLY,369.55,46.93,4573.07,0.14,33.20,466.27,583.88,35.67,10.68
806.,SEPC,https://www.screener.in/company/SEPC/consolidated/,SEPC,29.22,176.21,4569.01,0.00,8.08,63.89,175.82,22.71,4.71
807.,Pitti Engg.,https://www.screener.in/company/PITTIENG/,PITTIENG,1280.25,47.33,4540.38,0.12,19.70,41.02,350.87,21.08,20.07
808.,Imagica. Enter.,https://www.screener.in/company/IMAGICAA/,IMAGICAA,83.64,61.93,4535.96,0.00,66.13,109.73,180.63,80.04,3.04
809.,Unichem Labs.,https://www.screener.in/company/UNICHEMLAB/consolidated/,UNICHEMLAB,640.20,,4507.38,0.00,9.26,1482.09,446.43,5.49,0.39
810.,Balmer Lawrie,https://www.screener.in/company/BALMLAWRIE/consolidated/,BALMLAWRIE,263.45,17.03,4505.10,3.23,62.94,12.69,638.16,7.74,15.62
811.,Medi Assist Ser.,https://www.screener.in/company/MEDIASSIST/consolidated/,MEDIASSIST,636.55,55.96,4479.23,0.63,18.95,6.93,167.71,19.10,23.24
812.,The Anup Enginee,https://www.screener.in/company/ANUP/,ANUP,2238.80,41.17,4478.15,0.67,23.84,28.45,144.28,15.23,22.58
813.,Websol Energy,https://www.screener.in/company/WEBELSOLAR/,WEBELSOLAR,1059.60,551.44,4472.18,0.00,22.88,557.60,111.60,61900.00,-14.26
814.,Bannari Amm.Sug.,https://www.screener.in/company/BANARISUG/,BANARISUG,3565.35,30.80,4470.84,0.35,6.43,-52.69,403.95,-6.25,11.82
815.,Harsha Engg Intl,https://www.screener.in/company/HARSHA/,HARSHA,490.75,32.92,4467.99,0.20,38.56,29.57,258.30,0.84,13.43
816.,Fedbank Financi.,https://www.screener.in/company/FEDFINA/,FEDFINA,120.11,17.11,4467.12,0.00,70.23,30.35,477.31,32.08,10.48
817.,L G Balakrishnan,https://www.screener.in/company/LGBBROSLTD/consolidated/,LGBBROSLTD,1399.65,16.61,4463.82,1.29,65.21,4.14,571.29,6.07,22.81
818.,Fiem Industries,https://www.screener.in/company/FIEMIND/consolidated/,FIEMIND,1695.75,24.92,4463.16,1.18,48.89,37.72,577.71,21.72,26.65
819.,JTL Industries,https://www.screener.in/company/JTLIND/,JTLIND,232.81,37.72,4447.16,0.11,30.70,21.01,515.38,2.10,23.40
820.,Jain Irrigation,https://www.screener.in/company/JISLJALEQS/consolidated/,JISLJALEQS,65.50,74.04,4439.27,0.00,12.23,-65.48,1477.86,-13.12,5.82
821.,Sunflag Iron,https://www.screener.in/company/SUNFLAG/consolidated/,SUNFLAG,246.15,30.47,4436.10,0.00,27.89,7.89,894.74,14.06,5.69
822.,Venus Pipes,https://www.screener.in/company/VENUSPIPES/,VENUSPIPES,2171.75,46.01,4423.23,0.05,27.56,58.30,240.14,33.70,28.41
823.,JTEKT India,https://www.screener.in/company/JTEKTINDIA/,JTEKTINDIA,173.19,42.72,4403.88,0.35,14.88,13.33,552.91,15.79,16.63
824.,Eraaya Lifespace,https://www.screener.in/company/531035/,531035,2390.65,3544.40,4395.06,0.00,0.95,1800.00,2.00,-92.74,7.00
825.,Bombay Dyeing,https://www.screener.in/company/BOMDYEING/,BOMDYEING,212.79,,4394.86,0.56,15.47,112.91,450.97,-9.45,0.97
826.,Thyrocare Tech.,https://www.screener.in/company/THYROCARE/,THYROCARE,829.20,55.19,4390.84,2.17,25.15,50.33,143.63,16.20,18.23
827.,Samhi Hotels,https://www.screener.in/company/SAMHI/consolidated/,SAMHI,199.47,,4389.39,0.00,4.23,105.07,249.89,31.22,6.83
828.,V2 Retail,https://www.screener.in/company/V2RETAIL/,V2RETAIL,1259.70,114.24,4357.22,0.00,15.86,222.36,415.03,57.44,10.85
829.,Innova Captab,https://www.screener.in/company/INNOVACAP/consolidated/,INNOVACAP,761.40,41.01,4357.11,0.00,29.48,67.60,294.27,26.17,18.99
830.,Bhagiradha Chem.,https://www.screener.in/company/BHAGCHEM/,BHAGCHEM,349.95,171.91,4354.60,0.03,7.23,228.64,110.78,10.77,9.69
831.,EMS,https://www.screener.in/company/EMSLIMITED/consolidated/,EMSLIMITED,772.95,25.69,4292.25,0.26,37.17,63.74,206.28,49.51,29.31
832.,Styrenix Perfor.,https://www.screener.in/company/STYRENIX/,STYRENIX,2436.85,21.23,4286.42,4.02,61.20,88.66,698.71,28.49,31.40
833.,Servotech Power,https://www.screener.in/company/SERVOTECH/,SERVOTECH,191.50,354.54,4268.62,0.03,4.74,17.62,97.51,43.10,11.30
834.,Gokul Agro,https://www.screener.in/company/GOKULAGRO/consolidated/,GOKULAGRO,289.30,25.94,4268.43,0.00,52.88,119.88,4290.29,74.09,23.37
835.,Dalmia Bharat,https://www.screener.in/company/DALMIASUG/consolidated/,DALMIASUG,524.70,15.98,4247.45,0.95,54.73,-10.78,960.26,15.15,9.84
836.,Shilchar Tech.,https://www.screener.in/company/531201/,531201,5565.45,42.66,4244.66,0.22,23.98,46.40,106.99,59.16,74.65
837.,S H Kelkar & Co.,https://www.screener.in/company/SHK/consolidated/,SHK,305.89,37.43,4234.15,0.25,-86.82,-35.83,470.31,11.30,12.46
838.,Spandana Sphoort,https://www.screener.in/company/SPANDANA/,SPANDANA,591.75,10.34,4219.48,0.00,51.29,-53.85,663.13,36.21,14.16
839.,Oriana Power Ltd,https://www.screener.in/company/ORIANA/consolidated/,ORIANA,2190.30,77.46,4201.56,0.00,48.55,,318.82,,79.39
840.,Prime Focus,https://www.screener.in/company/PFOCUS/consolidated/,PFOCUS,140.08,,4201.10,0.00,-158.08,-75.27,813.44,-32.79,-0.72
841.,Avantel,https://www.screener.in/company/AVANTEL/,AVANTEL,172.69,76.61,4201.02,0.12,8.08,-7.02,51.65,-25.04,47.50
842.,Paras Defence,https://www.screener.in/company/PARAS/consolidated/,PARAS,1076.10,109.49,4196.80,0.00,14.11,142.86,83.57,72.95,10.32
843.,Indostar Capital,https://www.screener.in/company/INDOSTAR/consolidated/,INDOSTAR,307.80,41.13,4188.52,0.00,24.93,-35.96,389.55,30.25,8.35
844.,Kewal Kir.Cloth.,https://www.screener.in/company/KKCL/consolidated/,KKCL,674.15,28.46,4154.46,0.30,25.21,-25.19,151.25,-15.22,30.99
845.,WPIL,https://www.screener.in/company/505872/consolidated/,505872,422.30,24.31,4124.64,0.95,43.05,32.90,362.52,12.03,20.42
846.,West Coast Paper,https://www.screener.in/company/WSTCSTPAPR/consolidated/,WSTCSTPAPR,620.90,7.32,4101.04,1.29,121.52,-53.63,960.34,-15.66,29.27
847.,TCI Express,https://www.screener.in/company/TCIEXP/,TCIEXP,1065.70,33.40,4090.16,0.75,23.11,-28.52,292.98,-3.90,26.51
848.,Guj. Themis Bio.,https://www.screener.in/company/506879/,506879,374.65,74.66,4082.38,0.18,13.24,-25.28,38.83,-21.70,44.99
849.,Tide Water Oil,https://www.screener.in/company/TIDEWATER/consolidated/,TIDEWATER,2320.00,27.16,4042.37,2.24,37.11,18.98,478.87,1.08,23.67
850.,Greaves Cotton,https://www.screener.in/company/GREAVESCOT/consolidated/,GREAVESCOT,173.81,,4040.76,1.15,-0.16,96.80,639.70,12.51,3.72
851.,VST Till. Tract.,https://www.screener.in/company/VSTTILLERS/,VSTTILLERS,4671.00,36.24,4035.52,0.43,22.85,-30.74,190.59,-22.57,17.59
852.,Sula Vineyards,https://www.screener.in/company/SULA/,SULA,478.05,43.43,4034.09,1.78,14.57,-11.05,118.35,10.03,18.64
853.,Honda India,https://www.screener.in/company/HONDAPOWER/,HONDAPOWER,3955.65,45.35,4011.03,0.44,16.15,-4.44,144.17,-31.33,15.48
854.,Muthoot Microfin,https://www.screener.in/company/MUTHOOTMF/,MUTHOOTMF,235.16,8.58,4009.29,0.00,113.22,18.33,637.88,33.25,14.97
855.,Artemis Medicare,https://www.screener.in/company/ARTEMISMED/,ARTEMISMED,289.55,71.00,3984.27,0.16,16.92,70.22,216.89,7.80,13.61
856.,La Opala RG,https://www.screener.in/company/LAOPALA/,LAOPALA,358.20,32.41,3976.02,1.40,23.66,-17.62,72.85,-15.51,18.69
857.,Avalon Tech,https://www.screener.in/company/AVALON/consolidated/,AVALON,602.30,213.67,3974.26,0.00,-2.31,-132.67,199.47,-15.15,6.22
858.,NDR INVIT Trust,https://www.screener.in/company/NDRINVIT/consolidated/,NDRINVIT,103.00,215.40,3965.50,,39.39,,75.18,,
859.,Kingfa Science,https://www.screener.in/company/KINGFA/,KINGFA,3273.55,31.33,3964.42,0.31,39.07,11.50,416.44,22.97,30.06
860.,Pearl Global Ind,https://www.screener.in/company/PGIL/consolidated/,PGIL,862.60,22.04,3955.83,1.01,61.93,20.77,1052.80,17.74,21.39
861.,Savita Oil Tech,https://www.screener.in/company/SOTL/,SOTL,567.25,20.53,3919.72,0.71,42.30,-23.98,955.50,3.82,18.71
862.,Lumax Auto Tech.,https://www.screener.in/company/LUMAXTECH/consolidated/,LUMAXTECH,573.85,27.99,3911.23,0.96,41.65,43.24,755.93,19.66,17.67
863.,Jeena Sikho,https://www.screener.in/company/JSLL/,JSLL,1569.95,57.51,3902.92,0.27,37.38,,167.05,,57.94
864.,Swaraj Engines,https://www.screener.in/company/SWARAJENG/,SWARAJENG,3212.05,27.84,3901.76,2.96,43.19,5.55,417.99,4.54,51.64
865.,Indrapr.Medical,https://www.screener.in/company/INDRAMEDCO/,INDRAMEDCO,425.15,28.19,3897.35,1.06,44.77,46.79,347.86,13.49,38.35
866.,Gufic BioScience,https://www.screener.in/company/GUFICBIO/,GUFICBIO,388.00,45.04,3890.77,0.03,20.86,1.16,202.81,3.99,17.23
867.,Exicom Tele-Sys.,https://www.screener.in/company/EXICOM/,EXICOM,320.85,46.76,3876.65,0.00,21.60,320.23,243.27,59.04,24.44
868.,D.P. Abhushan,https://www.screener.in/company/DPABHUSHAN/,DPABHUSHAN,1711.95,54.27,3870.88,0.06,25.08,60.56,504.69,7.05,27.12
869.,Goldiam Intl.,https://www.screener.in/company/GOLDIAM/consolidated/,GOLDIAM,362.30,40.48,3869.19,0.33,22.04,27.62,165.80,38.43,19.79
870.,Arvind SmartSp.,https://www.screener.in/company/ARVSMART/consolidated/,ARVSMART,843.90,105.47,3844.34,0.30,4.62,-63.68,74.47,11.42,15.94
871.,KDDL Ltd,https://www.screener.in/company/KDDL/consolidated/,KDDL,3061.40,40.77,3838.11,2.03,27.96,-33.06,359.93,8.57,18.65
872.,DCB Bank,https://www.screener.in/company/DCBBANK/,DCBBANK,122.32,7.10,3834.80,1.02,131.36,3.49,1489.25,20.32,7.52
873.,Hinduja Global,https://www.screener.in/company/HGS/consolidated/,HGS,821.55,67.29,3821.87,0.85,161.52,-483.46,1091.92,-3.67,2.49
874.,Globus Spirits,https://www.screener.in/company/GLOBUSSPR/,GLOBUSSPR,1320.15,51.24,3811.15,0.27,16.40,-57.71,642.11,12.63,9.56
875.,BF Utilities,https://www.screener.in/company/BFUTILITIE/,BFUTILITIE,1009.80,137.64,3802.91,0.00,17.50,43850.00,5.45,1.68,8.61
876.,Bhansali Engg.,https://www.screener.in/company/BEPL/,BEPL,152.71,20.82,3800.32,2.62,53.10,5.52,340.06,15.48,24.44
877.,India Glycols,https://www.screener.in/company/INDIAGLYCO/consolidated/,INDIAGLYCO,1224.45,20.80,3790.90,0.65,60.38,18.07,968.64,40.58,10.98
878.,Cigniti Tech.,https://www.screener.in/company/CIGNITITEC/consolidated/,CIGNITITEC,1385.80,25.85,3783.25,0.22,10.52,-43.18,468.49,6.59,31.17
879.,Nirlon,https://www.screener.in/company/500307/,500307,417.35,18.29,3761.16,6.23,49.83,0.10,156.51,5.56,27.73
880.,Kalyani Steels,https://www.screener.in/company/KSL/,KSL,859.80,15.79,3753.89,1.16,51.57,-15.80,461.46,-7.12,16.63
881.,Goodluck India,https://www.screener.in/company/GOODLUCK/consolidated/,GOODLUCK,1143.90,26.93,3744.96,0.52,35.99,24.90,913.08,6.42,17.67
882.,SEAMEC Ltd,https://www.screener.in/company/SEAMECLTD/consolidated/,SEAMECLTD,1470.90,27.48,3739.76,0.07,49.96,62.92,214.99,1.62,12.46
883.,Blue Cloud Soft.,https://www.screener.in/company/539607/consolidated/,539607,171.00,144.86,3730.21,0.00,10.48,,231.24,,
884.,RPG LifeScience.,https://www.screener.in/company/RPGLIFE/,RPGLIFE,2254.25,40.38,3728.31,0.71,26.76,21.09,165.42,11.94,34.65
885.,DCX Systems,https://www.screener.in/company/DCXINDIA/consolidated/,DCXINDIA,334.30,53.87,3723.65,0.00,2.94,-69.38,138.08,-18.82,9.98
886.,Epack Durable,https://www.screener.in/company/EPACK/consolidated/,EPACK,387.75,74.35,3721.15,0.00,23.41,168.16,773.68,77.17,8.32
887.,JNK,https://www.screener.in/company/JNKINDIA/consolidated/,JNKINDIA,667.45,59.26,3712.42,0.00,6.38,62.76,87.99,139.62,46.30
888.,TCNS Clothing Co,https://www.screener.in/company/TCNSBRANDS/,TCNSBRANDS,583.95,,3697.20,0.00,-59.74,-61.55,206.16,-15.53,-28.69
889.,Datamatics Glob.,https://www.screener.in/company/DATAMATICS/consolidated/,DATAMATICS,626.10,19.62,3695.97,0.80,43.82,-15.74,393.99,0.74,21.21
890.,HPL Electric,https://www.screener.in/company/HPL/consolidated/,HPL,571.00,68.41,3671.56,0.18,17.03,145.60,392.91,22.50,11.11
891.,MPS,https://www.screener.in/company/MPSLTD/consolidated/,MPSLTD,2136.40,31.96,3654.49,3.51,25.89,-14.55,180.72,36.38,35.65
892.,Hathway Cable,https://www.screener.in/company/HATHWAY/consolidated/,HATHWAY,20.57,37.99,3641.10,0.00,18.32,-15.47,502.61,0.68,2.29
893.,Sanghvi Movers,https://www.screener.in/company/SANGHVIMOV/,SANGHVIMOV,419.58,19.45,3633.52,1.43,40.59,-2.76,150.61,3.11,23.82
894.,Geojit Fin. Ser.,https://www.screener.in/company/GEOJITFSL/consolidated/,GEOJITFSL,151.76,21.56,3629.26,0.99,45.81,111.65,181.07,64.83,18.79
895.,Marathon Nextgen,https://www.screener.in/company/MARATHON/consolidated/,MARATHON,706.30,22.44,3616.83,0.14,37.80,-12.54,162.21,-22.67,15.88
896.,Mahindra Logis.,https://www.screener.in/company/MAHLOG/consolidated/,MAHLOG,498.35,,3590.63,0.50,-7.84,7.33,1420.02,9.80,3.03
897.,Polyplex Corpn,https://www.screener.in/company/POLYPLEX/consolidated/,POLYPLEX,1140.75,37.91,3581.10,0.26,97.13,1815.38,1685.60,8.02,1.81
898.,Indian Metals,https://www.screener.in/company/IMFA/consolidated/,IMFA,663.55,9.56,3580.12,2.26,113.34,2.42,662.28,-5.62,23.75
899.,Alembic,https://www.screener.in/company/ALEMBICLTD/consolidated/,ALEMBICLTD,139.16,12.76,3573.38,1.72,55.82,25.78,50.78,37.84,4.81
900.,Apeejay Surrend.,https://www.screener.in/company/PARKHOTELS/consolidated/,PARKHOTELS,167.39,60.75,3571.67,0.00,-1.90,-123.15,135.07,3.46,12.55
901.,IRB InvIT Fund,https://www.screener.in/company/IRBINVIT/consolidated/,IRBINVIT,61.31,9.83,3559.05,,85.77,-14.73,273.75,2.11,9.21
902.,RPSG Ventures,https://www.screener.in/company/RPSGVENT/consolidated/,RPSGVENT,1074.60,,3555.47,0.00,270.50,-33.39,2516.31,9.59,12.47
903.,Shivalik Bimetal,https://www.screener.in/company/SBCL/,SBCL,616.70,46.02,3552.45,0.28,16.30,-19.43,107.22,-5.17,33.66
904.,Sindhu Trade,https://www.screener.in/company/SINDHUTRAD/consolidated/,SINDHUTRAD,23.02,31.43,3549.52,0.00,71.50,143.69,554.10,29.72,6.12
905.,Prec. Wires (I),https://www.screener.in/company/PRECWIRE/,PRECWIRE,198.57,45.16,3547.61,0.53,22.23,34.32,955.19,18.99,25.35
906.,Bajaj Consumer,https://www.screener.in/company/BAJAJCON/consolidated/,BAJAJCON,246.25,24.03,3516.30,1.22,37.12,-19.69,245.94,-8.97,22.79
907.,Guj Inds. Power,https://www.screener.in/company/GIPCL/,GIPCL,232.28,16.82,3513.24,1.70,67.78,18.15,319.96,-6.50,7.66
908.,Saksoft,https://www.screener.in/company/SAKSOFT/consolidated/,SAKSOFT,264.25,36.26,3502.67,0.24,25.59,1.75,201.01,9.56,27.71
909.,Delta Corp,https://www.screener.in/company/DELTACORP/consolidated/,DELTACORP,130.45,22.09,3493.07,0.96,21.68,-69.15,180.65,-33.78,12.35
910.,Sky Gold,https://www.screener.in/company/SKYGOLD/,SKYGOLD,2552.80,68.30,3485.78,0.08,21.23,98.97,723.03,92.45,18.81
911.,Capacit'e Infra.,https://www.screener.in/company/CAPACITE/consolidated/,CAPACITE,410.45,22.47,3472.57,0.00,53.43,180.07,569.75,32.36,16.20
912.,Hi-Tech Pipes,https://www.screener.in/company/HITECH/consolidated/,HITECH,195.31,63.65,3439.62,0.01,18.05,125.06,866.98,35.01,13.10
913.,Sandhar Tech,https://www.screener.in/company/SANDHAR/consolidated/,SANDHAR,571.40,29.28,3439.30,0.57,29.06,35.86,912.57,10.09,12.07
914.,Suraj Estate,https://www.screener.in/company/SURAJEST/consolidated/,SURAJEST,774.00,41.43,3433.55,0.13,30.13,107.36,133.67,30.52,28.70
915.,Pokarna,https://www.screener.in/company/POKARNA/consolidated/,POKARNA,1106.00,32.59,3429.04,0.05,33.09,77.54,192.56,19.03,18.27
916.,Unitech,https://www.screener.in/company/UNITECH/consolidated/,UNITECH,13.08,,3422.12,0.00,-1206.10,-82.45,74.32,-11.84,-17.64
917.,Nucleus Soft.,https://www.screener.in/company/NUCLEUS/consolidated/,NUCLEUS,1277.05,20.32,3419.09,0.98,30.20,-43.61,195.39,-5.52,31.98
918.,Eveready Inds.,https://www.screener.in/company/EVEREADY/consolidated/,EVEREADY,470.40,47.98,3418.87,0.21,29.36,18.10,349.37,-3.91,16.15
919.,Maithan Alloys,https://www.screener.in/company/MAITHANALL/consolidated/,MAITHANALL,1168.15,4.56,3400.67,0.51,456.05,665.18,375.07,-7.08,11.67
920.,Quick Heal Tech,https://www.screener.in/company/QUICKHEAL/consolidated/,QUICKHEAL,629.20,82.51,3385.57,0.48,4.03,131.58,70.29,36.64,5.69
921.,Salasar Techno,https://www.screener.in/company/SALASAR/consolidated/,SALASAR,19.97,63.52,3383.46,0.10,10.49,3.45,294.00,12.27,15.69
922.,Navneet Educat.,https://www.screener.in/company/NAVNETEDUL/consolidated/,NAVNETEDUL,149.35,18.25,3378.49,1.74,745.66,15.19,797.81,0.80,16.24
923.,Indoco Remedies,https://www.screener.in/company/INDOCO/consolidated/,INDOCO,365.40,50.31,3368.34,0.41,1.82,-92.47,431.49,1.17,10.35
924.,Stylam Industrie,https://www.screener.in/company/STYLAMIND/,STYLAMIND,1986.20,25.94,3366.22,0.13,28.35,2.09,242.59,7.49,33.70
925.,DDev Plastiks,https://www.screener.in/company/543547/,543547,325.25,18.06,3365.58,0.46,42.45,12.27,625.43,-1.99,41.94
926.,Thirumalai Chem.,https://www.screener.in/company/TIRUMALCHM/consolidated/,TIRUMALCHM,328.45,,3362.94,0.30,5.09,-52.21,554.66,6.12,0.35
927.,Fischer Medical,https://www.screener.in/company/524743/consolidated/,524743,627.80,1825.40,3358.73,0.00,-0.12,,10.12,,5.30
928.,Shipping Land,https://www.screener.in/company/SCILAL/,SCILAL,71.99,74.43,3353.29,0.92,11.99,-16.91,3.48,0.29,1.72
929.,Intellig Sup Tru,https://www.screener.in/company/544005/consolidated/,544005,110.00,971.83,3352.80,,,,,,
930.,Repco Home Fin,https://www.screener.in/company/REPCOHOME/,REPCOHOME,535.50,8.15,3350.16,0.56,105.44,18.35,407.83,11.89,10.53
931.,Fino Payments,https://www.screener.in/company/FINOPB/,FINOPB,402.35,36.47,3348.13,0.00,24.27,29.79,45.33,37.49,7.07
932.,M T N L,https://www.screener.in/company/MTNL/consolidated/,MTNL,53.02,,3340.26,0.00,-773.46,9.21,183.85,-7.84,-8.18
933.,Ashiana Housing,https://www.screener.in/company/ASHIANA/consolidated/,ASHIANA,331.40,49.66,3331.39,0.45,-5.45,-150.14,123.09,1.48,11.26
934.,Steel Str. Wheel,https://www.screener.in/company/SSWL/consolidated/,SSWL,212.08,14.63,3328.16,0.47,40.81,-13.92,1025.29,-1.83,17.44
935.,Tasty Bite Eat.,https://www.screener.in/company/TASTYBITE/,TASTYBITE,12833.10,199.94,3292.97,0.02,-3.69,-117.27,85.29,-44.53,17.13
936.,TVS Srichakra,https://www.screener.in/company/TVSSRICHAK/consolidated/,TVSSRICHAK,4258.30,32.97,3261.86,1.11,6.64,-66.54,790.98,12.64,11.14
937.,Prakash Industri,https://www.screener.in/company/PRAKASH/,PRAKASH,181.94,9.33,3258.21,0.66,90.49,1.21,1166.86,15.16,10.58
938.,Flair Writing,https://www.screener.in/company/FLAIR/,FLAIR,308.95,28.85,3256.19,0.00,25.67,-17.09,221.80,-3.75,22.67
939.,RIR Power Electr,https://www.screener.in/company/517035/consolidated/,517035,4414.00,419.03,3247.49,0.05,2.28,67.65,21.05,51.77,15.28
940.,K C P,https://www.screener.in/company/KCP/consolidated/,KCP,250.97,16.88,3235.53,0.40,50.81,8.94,691.03,-7.14,15.45
