No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
359,CSWI,"CSW Industrials, Inc.",6.16B,370.5,-0.04%,815.66M
360,EXLS,"ExlService Holdings, Inc.",6.12B,37.9,-0.39%,1.71B
361,NVMI,Nova Ltd.,6.11B,210.38,-0.67%,561.68M
362,PI,"Impinj, Inc.",6.02B,213.94,-1.79%,314.98M
363,RCM,R1 RCM Inc.,5.98B,14.17,-0.01%,2.38B
364,BPMC,Blueprint Medicines Corporation,5.97B,94.2,5.77%,362.80M
365,TPG,TPG Inc.,5.96B,57.94,0.19%,2.71B
366,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",5.92B,96.54,-2.15%,2.22B
367,ACHC,"Acadia Healthcare Company, Inc.",5.91B,63.65,-15.86%,3.06B
368,ONB,Old National Bancorp,5.89B,18.48,-0.35%,1.73B
369,COOP,Mr. Cooper Group Inc.,5.88B,91.23,1.50%,2.13B
370,CHX,ChampionX Corporation,5.74B,30.15,1.86%,3.70B
371,FRHC,Freedom Holding Corp.,5.73B,94.4,-0.69%,1.16B
372,EXPO,"Exponent, Inc.",5.73B,113.03,0.37%,508.47M
373,VERX,"Vertex, Inc.",5.72B,36.81,-0.47%,617.83M
374,BCPC,Balchem Corporation,5.70B,175.54,0.19%,932.39M
375,MMSI,"Merit Medical Systems, Inc.",5.69B,97.69,0.14%,1.30B
376,SRCL,"Stericycle, Inc.",5.66B,60.94,0.06%,2.63B
377,ACT,"Enact Holdings, Inc.",5.65B,36.29,-0.06%,1.19B
378,AVAV,"AeroVironment, Inc.",5.59B,199.56,2.50%,753.86M
379,SIGI,"Selective Insurance Group, Inc.",5.58B,91.67,0.44%,4.55B
380,NXT,Nextracker Inc.,5.55B,38.69,2.99%,2.74B
381,CRVL,CorVel Corporation,5.51B,321.41,0.07%,816.78M
382,XRAY,DENTSPLY SIRONA Inc.,5.46B,26.91,2.13%,3.90B
383,OS,"OneStream, Inc.",5.45B,34.02,0.87%,437.39M
384,BECN,"Beacon Roofing Supply, Inc.",5.44B,87.97,0.48%,9.47B
385,COLB,"Columbia Banking System, Inc.",5.43B,25.94,-0.13%,1.85B
386,CACC,Credit Acceptance Corporation,5.40B,445.55,0.95%,815.20M
387,OPCH,"Option Care Health, Inc.",5.37B,31.41,0.75%,4.59B
388,NXST,"Nexstar Media Group, Inc.",5.36B,166.23,0.91%,4.99B
389,ALGM,"Allegro MicroSystems, Inc.",5.34B,24.37,1.67%,937.99M
390,LYFT,"Lyft, Inc.",5.29B,12.9,-2.90%,5.10B
391,TMDX,"TransMedics Group, Inc.",5.26B,157.69,9.08%,358.76M
392,ACIW,"ACI Worldwide, Inc.",5.23B,49.97,1.01%,1.53B
393,CRDO,Credo Technology Group Holding Ltd,5.21B,31.37,0.45%,217.59M
394,FFIN,"First Financial Bankshares, Inc.",5.20B,36.66,-0.74%,496.90M
395,FIVE,"Five Below, Inc.",5.17B,94.08,-0.95%,3.72B
396,KRYS,"Krystal Biotech, Inc.",5.16B,179.75,0.75%,166.23M
397,FCFS,"FirstCash Holdings, Inc.",5.15B,115.14,0.66%,3.31B
398,RDNT,"RadNet, Inc.",5.15B,69.66,0.87%,1.71B
399,UMBF,UMB Financial Corporation,5.07B,104.08,0.07%,1.49B
400,MARA,"MARA Holdings, Inc.",5.06B,17.19,-1.91%,564.95M
401,RARE,Ultragenyx Pharmaceutical Inc.,5.03B,54.64,-1.06%,481.30M
402,RNA,"Avidity Biosciences, Inc.",4.99B,42.64,1.11%,10.60M
403,UBSI,"United Bankshares, Inc.",4.97B,36.81,-,1.01B
404,LANC,Lancaster Colony Corporation,4.94B,179.36,-,1.87B
405,SLM,SLM Corporation,4.91B,22.56,1.39%,1.68B
406,COLM,Columbia Sportswear Company,4.87B,83.11,1.19%,3.39B
407,RKLB,"Rocket Lab USA, Inc.",4.85B,9.78,12.49%,326.67M
408,TSEM,Tower Semiconductor Ltd.,4.83B,43.5,-0.50%,1.39B
409,FELE,"Franklin Electric Co., Inc.",4.80B,105.18,-0.30%,2.02B
410,QLYS,"Qualys, Inc.",4.79B,130.25,2.66%,581.08M
411,AVT,"Avnet, Inc.",4.78B,54.27,-0.20%,23.76B
412,OZK,Bank OZK,4.76B,41.93,0.50%,1.42B
413,TIGO,Millicom International Cellular S.A.,4.76B,27.76,-1.26%,5.84B
414,TENB,"Tenable Holdings, Inc.",4.76B,39.93,-0.39%,852.04M
415,ITRI,"Itron, Inc.",4.74B,105.45,2.33%,2.35B
416,NVEI,Nuvei Corporation,4.72B,33.34,0.02%,1.31B
417,IAC,IAC Inc.,4.72B,54.78,0.21%,4.05B
418,SHC,Sotera Health Company,4.71B,16.65,0.33%,1.10B
419,ESGR,Enstar Group Limited,4.71B,321,-0.15%,1.13B
420,BBIO,"BridgeBio Pharma, Inc.",4.70B,25,2.13%,219.12M
421,WAY,Waystar Holding Corp.,4.64B,27.86,-0.25%,863.29M
422,MDGL,"Madrigal Pharmaceuticals, Inc.",4.64B,213.63,-0.13%,14.64M
423,VNOM,"Viper Energy, Inc.",4.62B,44.83,1.89%,878.51M
424,LLYVK,Liberty Live Group,4.59B,50.03,-0.76%,-
425,LLYVA,Liberty Live Group,4.58B,48.37,-0.72%,-
426,PECO,"Phillips Edison & Company, Inc.",4.58B,37.36,-0.03%,629.74M
427,VRRM,Verra Mobility Corporation,4.57B,27.76,1.09%,853.10M
428,ALKS,Alkermes plc,4.56B,27.71,1.97%,1.51B
429,QFIN,"Qifu Technology, Inc.",4.56B,29.36,5.38%,2.35B
430,CORT,Corcept Therapeutics Incorporated,4.55B,43.55,0.62%,569.61M
431,ADMA,"ADMA Biologics, Inc.",4.54B,19.48,0.21%,330.24M
432,BGC,"BGC Group, Inc.",4.54B,9.33,0.59%,2.05B
433,RMBS,Rambus Inc.,4.53B,42.03,-1.04%,477.53M
434,ACLX,"Arcellx, Inc.",4.51B,83.97,-0.20%,144.75M
435,EEFT,"Euronet Worldwide, Inc.",4.48B,99.81,0.80%,3.80B
436,VLY,Valley National Bancorp,4.47B,8.79,-0.28%,1.65B
437,STRL,"Sterling Infrastructure, Inc.",4.42B,143.81,-1.39%,2.07B
438,FIZZ,National Beverage Corp.,4.37B,46.68,1.92%,1.20B
439,HWC,Hancock Whitney Corporation,4.37B,50.56,-1.44%,1.30B
440,AXSM,"Axsome Therapeutics, Inc.",4.35B,90.67,1.15%,291.49M
441,LITE,Lumentum Holdings Inc.,4.34B,63.94,-1.24%,1.36B
442,SBRA,"Sabra Health Care REIT, Inc.",4.31B,18.4,0.14%,665.99M
443,ICUI,"ICU Medical, Inc.",4.25B,174.06,-0.24%,2.30B
444,BLKB,"Blackbaud, Inc.",4.23B,83.82,-0.20%,1.14B
445,DNLI,Denali Therapeutics Inc.,4.23B,29.58,1.06%,1.27M
446,CRSP,CRISPR Therapeutics AG,4.20B,47.41,1.98%,202.23M
447,RUSHA,"Rush Enterprises, Inc.",4.19B,53.24,0.20%,7.91B
448,ASO,"Academy Sports and Outdoors, Inc.",4.18B,59.52,-0.01%,6.11B
449,DOOO,BRP Inc.,4.18B,60.91,0.97%,6.54B
450,RUN,Sunrun Inc.,4.16B,18.62,0.32%,2.06B
451,LOPE,"Grand Canyon Education, Inc.",4.15B,142.76,0.07%,1.00B
452,PRCT,PROCEPT BioRobotics Corporation,4.14B,79.71,0.53%,176.58M
453,IPAR,"Inter Parfums, Inc.",4.12B,128.8,1.27%,1.36B
454,STEP,StepStone Group Inc.,4.12B,57.42,1.61%,720.02M
455,IMVT,"Immunovant, Inc.",4.11B,28.08,-0.81%,-
456,RUSHB,"Rush Enterprises, Inc.",4.10B,47.56,-1.05%,7.91B
457,CRNX,"Crinetics Pharmaceuticals, Inc.",4.08B,51.04,0.90%,1.39M
458,SITM,SiTime Corporation,4.08B,176.38,0.49%,154.81M
459,GDS,GDS Holdings Limited,4.03B,20.72,3.65%,1.45B
460,SGRY,"Surgery Partners, Inc.",4.00B,31.68,-1.65%,2.89B
461,IESC,"IES Holdings, Inc.",3.97B,198.5,0.76%,2.76B
462,GBDC,"Golub Capital BDC, Inc.",3.96B,14.95,-0.27%,664.81M
463,ASTS,"AST SpaceMobile, Inc.",3.94B,24.95,4.70%,1.40M
464,AEIS,"Advanced Energy Industries, Inc.",3.94B,104.54,0.70%,1.51B
465,GLNG,Golar LNG Limited,3.90B,37.5,5.37%,276.58M
466,PSNY,Polestar Automotive Holding UK PLC,3.89B,1.85,5.44%,2.06B
467,ZI,ZoomInfo Technologies Inc.,3.85B,10.55,2.48%,1.23B
468,CAMT,Camtek Ltd.,3.80B,83.71,-2.56%,368.76M
469,SLAB,Silicon Laboratories Inc.,3.78B,117.05,-0.70%,542.35M
470,SANM,Sanmina Corporation,3.75B,68.7,-0.23%,7.60B
471,FTDR,"Frontdoor, Inc.",3.73B,48.69,0.70%,1.81B
472,PLXS,Plexus Corp.,3.72B,136.74,0.54%,3.93B
473,IBOC,International Bancshares Corporation,3.69B,59.35,-0.12%,798.42M
474,CLBT,Cellebrite DI Ltd.,3.68B,16.86,-2.06%,362.49M
475,SRAD,Sportradar Group AG,3.68B,12.33,-1.68%,1.07B
476,IRDM,Iridium Communications Inc.,3.67B,31.01,3.23%,797.26M
477,PAGP,"Plains GP Holdings, L.P.",3.65B,18.5,0.16%,49.70B
478,ROAD,"Construction Partners, Inc.",3.64B,68.98,-1.15%,1.76B
479,UPST,"Upstart Holdings, Inc.",3.64B,40.65,-0.59%,575.96M
480,CCOI,"Cogent Communications Holdings, Inc.",3.63B,76.69,2.91%,999.44M
481,WEN,The Wendy's Company,3.63B,17.85,0.88%,2.20B
482,CALM,"Cal-Maine Foods, Inc.",3.61B,73.71,0.63%,2.33B
483,POWI,"Power Integrations, Inc.",3.60B,63.39,0.02%,412.90M
484,NEOG,Neogen Corporation,3.60B,16.62,-0.29%,924.22M
485,VCTR,"Victory Capital Holdings, Inc.",3.60B,55.5,0.25%,850.96M
486,ALVO,Alvotech,3.59B,11.91,4.93%,308.73M
487,NCNO,"nCino, Inc.",3.59B,31.03,0.49%,506.13M
488,FORM,"FormFactor, Inc.",3.58B,46.28,-1.32%,705.94M
489,APLS,"Apellis Pharmaceuticals, Inc.",3.58B,29.4,-1.51%,628.79M
490,TFSL,TFS Financial Corporation,3.57B,12.84,-0.16%,305.49M
491,STNE,StoneCo Ltd.,3.57B,11.64,4.76%,2.18B
492,CVCO,"Cavco Industries, Inc.",3.56B,431.28,1.20%,1.80B
493,PCH,PotlatchDeltic Corporation,3.56B,45.07,-0.31%,1.07B
494,AXNX,"Axonics, Inc.",3.55B,69.51,-0.03%,408.81M
495,INTA,"Intapp, Inc.",3.55B,47.46,-1.33%,430.52M
496,URBN,"Urban Outfitters, Inc.",3.55B,38.43,1.95%,5.32B
497,SHOO,"Steven Madden, Ltd.",3.54B,48.75,0.76%,2.15B
498,IDCC,"InterDigital, Inc.",3.53B,140.5,1.48%,732.66M
499,KTOS,"Kratos Defense & Security Solutions, Inc.",3.52B,23.31,0.50%,1.13B
500,WDFC,WD-40 Company,3.52B,259.46,1.10%,575.02M
501,ATAT,Atour Lifestyle Holdings Limited,3.51B,25.49,0.59%,834.56M
502,ACLS,"Axcelis Technologies, Inc.",3.50B,107.45,-0.55%,1.11B
503,NWE,"NorthWestern Energy Group, Inc.",3.50B,57.11,0.51%,1.47B
504,DORM,"Dorman Products, Inc.",3.49B,113.4,-0.25%,1.95B
505,SMTC,Semtech Corporation,3.49B,46.37,-2.18%,815.31M
506,SMPL,The Simply Good Foods Company,3.48B,34.76,1.46%,1.28B
507,MLCO,Melco Resorts & Entertainment Limited,3.45B,7.84,3.50%,4.38B
508,FRSH,Freshworks Inc.,3.45B,11.41,3.31%,652.94M
509,BANF,BancFirst Corporation,3.44B,104.28,0.12%,594.14M
510,DYN,"Dyne Therapeutics, Inc.",3.43B,34.16,-1.33%,-
511,ACVA,ACV Auctions Inc.,3.43B,20.58,-0.77%,543.70M
512,TGTX,"TG Therapeutics, Inc.",3.43B,23.89,2.40%,346.72M
513,BRZE,"Braze, Inc.",3.40B,33.05,0.82%,535.87M
514,APGE,"Apogee Therapeutics, Inc.",3.38B,57.77,-0.47%,-
515,SKYW,"SkyWest, Inc.",3.37B,84.02,0.14%,3.19B
516,BWIN,"The Baldwin Insurance Group, Inc.",3.35B,50.21,0.34%,1.31B
517,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",3.34B,68.4,-1.18%,814.04M
518,LOT,Lotus Technology Inc.,3.34B,4.94,1.54%,947.09M
519,TRMD,TORM plc,3.34B,34.19,-3.31%,1.63B
520,JJSF,J&J Snack Foods Corp.,3.31B,170.29,0.18%,1.59B
521,IPGP,IPG Photonics Corporation,3.31B,74.78,0.35%,1.11B
522,MGEE,"MGE Energy, Inc.",3.29B,90.91,0.94%,645.73M
523,CNXC,Concentrix Corporation,3.28B,51.01,-1.04%,9.40B
524,OTTR,Otter Tail Corporation,3.28B,78.34,1.08%,1.36B
525,BL,"BlackLine, Inc.",3.27B,52.62,0.63%,624.41M
526,MRUS,Merus N.V.,3.27B,47.94,1.59%,35.19M
527,NMIH,"NMI Holdings, Inc.",3.27B,41.01,0.39%,617.91M
528,HCM,HUTCHMED (China) Limited,3.26B,19.14,3.91%,610.81M
529,EBC,"Eastern Bankshares, Inc.",3.26B,16.09,-0.12%,601.89M
530,FULT,Fulton Financial Corporation,3.26B,17.92,-0.11%,1.08B
531,TCBI,"Texas Capital Bancshares, Inc.",3.25B,70.41,-0.43%,972.13M
532,FROG,JFrog Ltd.,3.23B,29.23,1.00%,389.25M
533,RRR,"Red Rock Resorts, Inc.",3.22B,54.55,0.37%,1.85B
534,ARLP,"Alliance Resource Partners, L.P.",3.21B,25.07,1.97%,2.51B
535,NWL,Newell Brands Inc.,3.19B,7.67,2.68%,7.81B
536,FOLD,"Amicus Therapeutics, Inc.",3.19B,10.75,0.23%,455.66M
537,PATK,"Patrick Industries, Inc.",3.18B,141.75,0.35%,3.60B
538,FIBK,"First Interstate BancSystem, Inc.",3.17B,30.36,0.46%,974.90M
539,AMED,"Amedisys, Inc.",3.17B,96.69,-0.48%,2.29B
540,MLTX,MoonLake Immunotherapeutics,3.16B,50.31,-2.06%,-
541,RYTM,"Rhythm Pharmaceuticals, Inc.",3.15B,51.57,0.86%,101.78M
542,SYNA,Synaptics Incorporated,3.13B,78.3,-0.46%,959.40M
543,KYMR,"Kymera Therapeutics, Inc.",3.12B,48.99,-0.97%,88.55M
544,CORZ,"Core Scientific, Inc.",3.10B,12.02,-2.91%,575.23M
545,ICFI,"ICF International, Inc.",3.10B,165.07,0.28%,1.99B
546,CAR,"Avis Budget Group, Inc.",3.09B,86.71,1.27%,11.93B
547,CATY,Cathay General Bancorp,3.07B,42.55,0.47%,735.21M
548,ALKT,"Alkami Technology, Inc.",3.07B,31,1.08%,297.36M
549,CARG,"CarGurus, Inc.",3.06B,29.56,0.68%,877.03M
550,QDEL,QuidelOrtho Corporation,3.06B,45.44,2.85%,2.83B
551,PTEN,"Patterson-UTI Energy, Inc.",2.98B,7.59,1.13%,5.45B
552,AGYS,"Agilysys, Inc.",2.97B,108.07,-1.66%,244.92M
553,WSFS,WSFS Financial Corporation,2.97B,50.08,-0.16%,959.60M
554,LIF,"Life360, Inc.",2.96B,38.47,-2.53%,328.68M
555,PLTK,Playtika Holding Corp.,2.96B,7.97,-0.06%,2.55B
556,INTR,"Inter & Co, Inc.",2.96B,6.74,-,690.49M
557,DIOD,Diodes Incorporated,2.95B,63.75,2.34%,1.35B
558,FHB,"First Hawaiian, Inc.",2.94B,22.96,-0.69%,802.87M
559,FLNC,"Fluence Energy, Inc.",2.93B,22.75,2.66%,2.14B
560,IOVA,"Iovance Biotherapeutics, Inc.",2.93B,9.65,4.32%,32.77M
561,PAYO,Payoneer Global Inc.,2.92B,7.66,-0.07%,900.06M
562,XENE,Xenon Pharmaceuticals Inc.,2.91B,38.38,-0.05%,-
563,PTCT,"PTC Therapeutics, Inc.",2.88B,37.44,-0.58%,900.45M
564,DJT,Trump Media & Technology Group Corp.,2.87B,14.72,5.30%,3.43M
565,FA,First Advantage Corporation,2.86B,19.69,0.46%,756.89M
566,PENN,"PENN Entertainment, Inc.",2.86B,19.11,0.37%,6.28B
567,IOSP,Innospec Inc.,2.85B,114.08,0.24%,1.89B
568,LIVN,LivaNova PLC,2.84B,52.39,0.14%,1.21B
569,PRGS,Progress Software Corporation,2.84B,66.45,0.92%,715.42M
570,GH,"Guardant Health, Inc.",2.82B,22.95,0.97%,643.81M
571,TNDM,"Tandem Diabetes Care, Inc.",2.81B,42.96,-2.54%,796.00M
572,HUBG,"Hub Group, Inc.",2.81B,45.18,0.64%,4.00B
573,SBLK,Star Bulk Carriers Corp.,2.81B,23.63,-0.21%,1.10B
574,WAFD,"WaFd, Inc.",2.80B,34.5,0.64%,666.87M
575,MEOH,Methanex Corporation,2.79B,41.77,0.97%,3.58B
576,ASTH,"Astrana Health, Inc.",2.77B,56.42,0.41%,1.59B
577,IBRX,"ImmunityBio, Inc.",2.77B,3.97,1.79%,1.31M
578,LGIH,"LGI Homes, Inc.",2.76B,117.47,3.23%,2.22B
579,PSMT,"PriceSmart, Inc.",2.76B,91.07,1.77%,4.81B
580,TWST,Twist Bioscience Corporation,2.73B,46.52,-1.19%,295.21M
581,ALRM,"Alarm.com Holdings, Inc.",2.72B,55.32,2.05%,905.18M
582,IQ,"iQIYI, Inc.",2.71B,2.83,5.42%,4.28B
583,BHF,"Brighthouse Financial, Inc.",2.70B,44.48,0.43%,4.01B
584,USLM,"United States Lime & Minerals, Inc.",2.70B,94.75,0.10%,288.80M
585,TXG,"10x Genomics, Inc.",2.70B,22.4,0.45%,631.73M
586,VC,Visteon Corporation,2.70B,97.75,1.45%,3.95B
587,GERN,Geron Corporation,2.69B,4.47,0.90%,1.37M
588,RELY,"Remitly Global, Inc.",2.69B,13.76,-0.29%,1.08B
589,MGRC,McGrath RentCorp,2.67B,108.9,-1.63%,865.53M
590,VIRT,"Virtu Financial, Inc.",2.67B,30.65,-1.32%,1.83B
591,NMRK,"Newmark Group, Inc.",2.66B,15.68,-1.38%,2.54B
592,SFNC,Simmons First National Corporation,2.66B,21.21,-0.52%,727.05M
593,PRFT,"Perficient, Inc.",2.65B,75.48,-0.13%,882.15M
594,PTGX,"Protagonist Therapeutics, Inc.",2.65B,44.93,-,319.12M
595,SYM,Symbotic Inc.,2.65B,25.5,1.45%,1.68B
596,PLUS,ePlus inc.,2.63B,99.13,1.10%,2.20B
597,GOGL,Golden Ocean Group Limited,2.63B,13.17,-0.57%,972.69M
598,LFST,"LifeStance Health Group, Inc.",2.63B,6.87,-1.65%,1.16B
599,ACAD,ACADIA Pharmaceuticals Inc.,2.63B,15.83,2.26%,890.53M
600,POWL,"Powell Industries, Inc.",2.61B,218.11,1.09%,945.93M
601,IDYA,"IDEAYA Biosciences, Inc.",2.61B,30.86,1.18%,11.96M
602,VCYT,"Veracyte, Inc.",2.61B,33.93,1.25%,399.58M
603,SNEX,StoneX Group Inc.,2.61B,81.96,-0.13%,84.27B
604,HWKN,"Hawkins, Inc.",2.60B,124.59,0.48%,923.92M
605,BTSG,"BrightSpring Health Services, Inc.",2.60B,15.16,2.99%,9.94B
606,ARCB,ArcBest Corporation,2.60B,109.81,1.83%,4.33B
607,GDRX,"GoodRx Holdings, Inc.",2.59B,6.83,1.87%,775.09M
608,TBBK,"The Bancorp, Inc.",2.58B,52.66,1.62%,463.58M
609,AGIO,"Agios Pharmaceuticals, Inc.",2.57B,45.17,-5.99%,31.31M
610,AY,Atlantica Sustainable Infrastructure plc,2.56B,22.01,-,1.13B
611,CGON,"CG Oncology, Inc.",2.55B,38,3.30%,539.00K
612,LAUR,"Laureate Education, Inc.",2.55B,16.7,0.94%,1.55B
613,APPN,Appian Corporation,2.54B,35.17,0.56%,578.70M
614,AMRX,"Amneal Pharmaceuticals, Inc.",2.54B,8.22,-1.62%,2.60B
615,MQ,"Marqeta, Inc.",2.53B,4.99,0.50%,470.95M
616,BATRA,"Atlanta Braves Holdings, Inc.",2.53B,42.63,0.31%,659.53M
617,CLSK,"CleanSpark, Inc.",2.52B,9.97,-1.19%,342.21M
618,PYCR,"Paycor HCM, Inc.",2.52B,14.07,0.50%,654.95M
619,BATRK,"Atlanta Braves Holdings, Inc.",2.50B,40.41,0.37%,659.53M
620,UFPT,"UFP Technologies, Inc.",2.50B,326.05,1.14%,417.47M
621,PLMR,"Palomar Holdings, Inc.",2.50B,95.29,0.02%,445.93M
622,CENT,Central Garden & Pet Company,2.49B,36.88,0.30%,3.28B
623,INDB,Independent Bank Corp.,2.48B,58.31,-1.30%,677.67M
624,CVBF,CVB Financial Corp.,2.47B,17.67,0.11%,527.11M
625,GT,The Goodyear Tire & Rubber Company,2.46B,8.63,3.36%,19.37B
626,EWTX,"Edgewise Therapeutics, Inc.",2.44B,26.07,0.31%,-
627,ARWR,"Arrowhead Pharmaceuticals, Inc.",2.44B,19.66,0.20%,19.65M
628,TOWN,TowneBank,2.44B,33.01,0.12%,668.08M
629,KLIC,"Kulicke and Soffa Industries, Inc.",2.44B,44.69,0.09%,727.23M
630,AZTA,"Azenta, Inc.",2.43B,49.59,0.83%,658.62M
631,JANX,"Janux Therapeutics, Inc.",2.43B,46.49,-0.28%,15.13M
632,WB,Weibo Corporation,2.42B,9.96,8.03%,1.74B
633,SWTX,"SpringWorks Therapeutics, Inc.",2.42B,32.55,0.81%,86.19M
634,MYGN,"Myriad Genetics, Inc.",2.41B,26.55,1.22%,802.20M
635,GPCR,Structure Therapeutics Inc.,2.41B,42.14,1.47%,-
636,OSIS,"OSI Systems, Inc.",2.40B,144.97,0.08%,1.54B
637,HTLF,"Heartland Financial USA, Inc.",2.40B,55.87,-0.02%,546.04M
638,PPBI,"Pacific Premier Bancorp, Inc.",2.40B,24.84,0.81%,394.69M
639,NARI,"Inari Medical, Inc.",2.38B,40.86,0.44%,547.47M
640,WERN,"Werner Enterprises, Inc.",2.38B,38.5,3.11%,3.17B
641,DRVN,Driven Brands Holdings Inc.,2.37B,14.46,-1.36%,2.32B
642,FFBC,First Financial Bancorp.,2.37B,24.79,-0.12%,772.98M
643,RIOT,"Riot Platforms, Inc.",2.36B,7.79,0.19%,280.02M
644,VERA,"Vera Therapeutics, Inc.",2.35B,42.94,-5.96%,-
645,VRNA,Verona Pharma plc,2.35B,28.95,4.75%,-
646,IBTX,"Independent Bank Group, Inc.",2.35B,56.71,0.14%,473.48M
647,AMPH,"Amphastar Pharmaceuticals, Inc.",2.35B,48.2,0.67%,712.89M
648,CPRX,"Catalyst Pharmaceuticals, Inc.",2.33B,19.67,-1.39%,434.48M
649,AMBA,"Ambarella, Inc.",2.33B,56.51,-1.00%,220.41M
650,ADUS,Addus HomeCare Corporation,2.33B,130.29,-1.17%,1.11B
651,RPD,"Rapid7, Inc.",2.33B,37.13,0.35%,817.20M
652,ZLAB,Zai Lab Limited,2.32B,23.65,4.65%,322.71M
653,IRTC,"iRhythm Technologies, Inc.",2.28B,73.15,2.12%,537.09M
654,DLO,DLocal Limited,2.28B,8.02,1.01%,707.64M
655,RNW,ReNew Energy Global Plc,2.28B,6.3,0.56%,984.89M
656,PSEC,Prospect Capital Corporation,2.27B,5.3,0.28%,861.66M
657,CRTO,Criteo S.A.,2.27B,40.52,3.60%,1.96B
658,STRA,"Strategic Education, Inc.",2.26B,92.51,1.25%,1.19B
659,HRMY,"Harmony Biosciences Holdings, Inc.",2.24B,39.46,-0.83%,656.11M
660,ODD,Oddity Tech Ltd.,2.24B,39.33,1.86%,596.12M
661,JAMF,Jamf Holding Corp.,2.22B,17.43,-0.29%,598.41M
662,SBCF,Seacoast Banking Corporation of Florida,2.22B,26.26,0.46%,504.47M
663,CENTA,Central Garden & Pet Company,2.21B,31.9,-0.03%,3.28B
664,EXPI,"eXp World Holdings, Inc.",2.21B,14.38,0.07%,4.44B
665,MRCY,"Mercury Systems, Inc.",2.21B,37.13,0.43%,835.28M
666,JBLU,JetBlue Airways Corporation,2.20B,6.35,-1.32%,9.32B
667,CLDX,"Celldex Therapeutics, Inc.",2.19B,33,0.43%,8.30M
668,ALHC,"Alignment Healthcare, Inc.",2.18B,11.42,2.70%,2.23B
669,AVPT,"AvePoint, Inc.",2.18B,11.69,-0.89%,299.88M
670,ZD,"Ziff Davis, Inc.",2.18B,48.64,1.34%,1.37B
671,NTLA,"Intellia Therapeutics, Inc.",2.16B,21.27,3.40%,45.97M
672,PRVA,"Privia Health Group, Inc.",2.16B,18.05,0.36%,1.70B
673,VEON,VEON Ltd.,2.15B,30.49,2.21%,3.87B
674,YY,JOYY Inc.,2.15B,37.64,-,2.27B
675,FIVN,"Five9, Inc.",2.15B,28.75,1.63%,968.26M
676,ROCK,"Gibraltar Industries, Inc.",2.15B,70.44,1.88%,1.37B
677,FRME,First Merchants Corporation,2.14B,36.6,-0.52%,601.34M
678,NMRA,"Neumora Therapeutics, Inc.",2.14B,13.38,2.25%,-
679,GSHD,"Goosehead Insurance, Inc",2.13B,88.06,-1.46%,275.47M
680,VCEL,Vericel Corporation,2.13B,43.4,-1.52%,214.52M
681,LION,Lionsgate Studios Corp.,2.11B,7.32,0.69%,2.95B
682,KROS,"Keros Therapeutics, Inc.",2.11B,56.16,-1.27%,271.00K
683,PTVE,Pactiv Evergreen Inc.,2.10B,11.69,-1.27%,5.24B
684,NVAX,"Novavax, Inc.",2.09B,13.06,7.53%,987.67M
685,CNTA,Centessa Pharmaceuticals plc,2.08B,16.21,3.45%,6.85M
686,CMPR,Cimpress plc,2.08B,82.48,0.39%,3.29B
687,HLMN,Hillman Solutions Corp.,2.07B,10.55,0.48%,1.48B
688,FLYW,Flywire Corporation,2.07B,16.52,-1.78%,441.65M
689,SPNS,Sapiens International Corporation N.V.,2.06B,36.96,0.31%,532.61M
690,TRIP,"Tripadvisor, Inc.",2.06B,14.84,1.82%,1.82B
691,LMAT,"LeMaitre Vascular, Inc.",2.05B,91.15,0.95%,205.62M
692,MBIN,Merchants Bancorp,2.04B,44.67,0.65%,614.23M
693,NBTB,NBT Bancorp Inc.,2.04B,43.31,-1.10%,516.78M
694,BANR,Banner Corporation,2.03B,58.86,-0.61%,593.74M
695,SIMO,Silicon Motion Technology Corporation,2.03B,60.21,-2.05%,774.69M
696,CAKE,The Cheesecake Factory Incorporated,2.02B,39.76,-3.33%,3.50B
697,NFE,New Fortress Energy Inc.,2.02B,9.86,9.80%,2.36B
698,PINC,"Premier, Inc.",2.00B,19.98,0.63%,1.35B
699,VIAV,Viavi Solutions Inc.,2.00B,9.01,1.46%,1.00B
700,RXRX,"Recursion Pharmaceuticals, Inc.",2.00B,7.12,-0.77%,49.64M
701,ROIC,Retail Opportunity Investments Corp.,2.00B,15.67,1.29%,335.05M
702,CNXN,"PC Connection, Inc.",1.99B,75.68,-1.12%,2.76B
703,BEAM,Beam Therapeutics Inc.,1.99B,25.12,-,352.57M
704,EXTR,"Extreme Networks, Inc.",1.98B,15.18,0.56%,1.12B
705,OMCL,"Omnicell, Inc.",1.98B,42.96,1.48%,1.08B
706,AKRO,"Akero Therapeutics, Inc.",1.97B,28.44,-3.07%,-
707,PLUG,Plug Power Inc.,1.97B,2.24,8.76%,684.49M
708,WSBC,"WesBanco, Inc.",1.96B,29.38,0.48%,563.25M
709,PDCO,"Patterson Companies, Inc.",1.94B,22.06,2.44%,6.53B
710,MGNI,"Magnite, Inc.",1.94B,13.76,5.48%,649.22M
711,LILA,Liberty Latin America Ltd.,1.94B,9.88,1.64%,4.51B
712,SLNO,"Soleno Therapeutics, Inc.",1.93B,49.56,1.62%,-
713,ENLT,Enlight Renewable Energy Ltd,1.93B,16.23,-0.18%,307.24M
